,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic,party
172,debat,890,121,83,27,33,4,3,1011,Radikale
173,vision,114,21,12,7,16,3,2,135,Radikale
174,Følg,135,19,17,9,15,2,2,154,Radikale
175,nette,100,16,9,4,25,4,2,116,Radikale
176,måde,107,25,9,9,12,3,1,132,Radikale
177,Virkeligheden,403,105,40,11,37,10,4,508,Radikale
178,ambition,121,29,9,7,17,4,1,150,Radikale
179,handling,924,188,84,35,26,5,2,1112,Radikale
180,Vejen,47,8,7,3,16,3,2,55,Radikale
181,omfatte,36,7,4,1,36,7,4,43,Radikale
182,planlægge,36,7,4,1,36,7,4,43,Radikale
183,sigt,36,7,4,1,36,7,4,43,Radikale
184,samfund,408,83,44,18,23,5,2,491,Radikale
185,CO2,150,31,24,7,21,4,3,181,Radikale
186,fri,537,87,38,19,28,5,2,624,Radikale
187,partikelforureningen,12,3,0,1,12,3,0,15,Radikale
188,aftale,296,51,23,13,23,4,2,347,Radikale
189,luftforureningsmundbind,17,5,3,1,17,5,3,22,Radikale
190,Glæde,17,5,3,1,17,5,3,22,Radikale
191,mulig,166,23,14,3,55,8,5,189,Radikale
192,dieselbil,85,12,9,2,42,6,4,97,Radikale
193,filt,17,5,3,1,17,5,3,22,Radikale
194,brændeovn,17,5,3,1,17,5,3,22,Radikale
195,renluftzoner,17,5,3,1,17,5,3,22,Radikale
196,forståelse,7,3,2,1,7,3,2,10,Radikale
197,tillid,437,61,33,13,34,5,3,498,Radikale
198,regel,684,101,47,10,68,10,5,785,Radikale
199,kontrol,176,29,24,7,25,4,3,205,Radikale
200,fornøjelse,14,3,2,4,4,1,0,17,Radikale
201,besøg,338,65,33,16,21,4,2,403,Radikale
202,Allan,115,23,10,7,16,3,1,138,Radikale
203,tjans,7,3,2,1,7,3,2,10,Radikale
204,politisklederforendag,44,9,4,4,11,2,1,53,Radikale
205,uddpol,710,100,46,24,30,4,2,810,Radikale
206,tanke,34,4,3,3,11,1,1,38,Radikale
207,præstationsræs,48,10,4,3,16,3,1,58,Radikale
208,folkeskole,257,63,27,13,20,5,2,320,Radikale
209,morgen,392,65,21,9,44,7,2,457,Radikale
210,ror,54,15,4,2,27,8,2,69,Radikale
211,kamp,534,84,47,21,25,4,2,618,Radikale
212,gruppemøde,23,5,2,2,12,2,1,28,Radikale
213,idé,81,25,10,5,16,5,2,106,Radikale
214,dæmpe,16,3,2,1,16,3,2,19,Radikale
215,dansk,1899,285,163,39,49,7,4,2184,Radikale
216,skoleklyngen,10,1,0,1,10,1,0,11,Radikale
217,skoleområde,10,1,0,1,10,1,0,11,Radikale
218,opgør,98,22,4,5,20,4,1,120,Radikale
219,præstationskulturen,10,1,0,1,10,1,0,11,Radikale
220,forslag,684,107,56,16,43,7,4,791,Radikale
221,uddannelsesparathedsvurdering,10,1,0,1,10,1,0,11,Radikale
222,Velkommen,205,27,18,11,19,2,2,232,Radikale
223,låne,23,7,2,2,12,4,1,30,Radikale
224,job,359,80,42,11,33,7,4,439,Radikale
225,løb,30,6,2,2,15,3,1,36,Radikale
226,bund,148,23,29,4,37,6,7,171,Radikale
227,evakuering,62,19,8,2,31,10,4,81,Radikale
228,Afghanistan,62,19,8,2,31,10,4,81,Radikale
229,ekstern,25,7,4,1,25,7,4,32,Radikale
230,uvildig,47,12,8,2,24,6,4,59,Radikale
231,blik,67,17,7,2,34,8,4,84,Radikale
232,undersøgelse,119,22,31,5,24,4,6,141,Radikale
233,Situationen,37,12,4,1,37,12,4,49,Radikale
234,humanitær,50,17,6,3,17,6,2,67,Radikale
235,hjælp,178,58,31,6,30,10,5,236,Radikale
236,udredning,37,12,4,1,37,12,4,49,Radikale
237,sen,93,32,9,3,31,11,3,125,Radikale
238,uge,162,37,7,4,40,9,2,199,Radikale
239,Hovedbestyrelse,84,22,5,2,42,11,2,106,Radikale
240,Samarbejde,18,3,2,2,9,2,1,21,Radikale
241,Samhandel,15,2,2,1,15,2,2,17,Radikale
