,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic
2420,Slotsholmen,20,5,,1,20,5,,25
2421,P1.#dkpol,20,5,,1,20,5,,25
2422,himmel,9,0,,1,9,0,,9
2423,skrive,3,0,,1,3,0,,3
2424,pæn,797,30,,10,80,3,,827
2425,tankevækkende,18,4,,1,18,4,,22
2426,seriøs,353,47,,14,25,3,,400
2427,eftertænksomhed,18,4,,1,18,4,,22
2428,Håber,18,4,,1,18,4,,22
2429,!https://t.co,18,4,,1,18,4,,22
2430,oplægsholder,22,2,,2,11,1,,24
2431,forskningsresultat,1,0,,1,1,0,,1
2432,https://t.co/AhYu47hqgg,0,0,,1,0,0,,0
2433,https://t.co/h5ErtNSezG,0,0,,1,0,0,,0
2434,Asylstop,46,7,,3,15,2,,53
2435,https://t.co/x7ZlSA1Vkh,1,1,,1,1,1,,2
2436,omhu,26,1,,2,13,0,,27
2437,Luciano,3,0,,1,3,0,,3
2438,Pavarotti,3,0,,1,3,0,,3
2439,sings,3,0,,1,3,0,,3
2440,Che,3,0,,1,3,0,,3
2441,gelida,3,0,,1,3,0,,3
2442,manina,3,0,,1,3,0,,3
2443,https://t.co/x98T3qeI0d,3,0,,1,3,0,,3
2444,Juletræsfest,43,8,,1,43,8,,51
2445,🏻en,43,8,,1,43,8,,51
2446,eftermiddag,211,33,,6,35,6,,244
2447,https://t.co/Nr5Essyv2,43,8,,1,43,8,,51
2448,Tænk,579,66,,10,58,7,,645
2449,fingre,248,32,,7,35,5,,280
2450,billede,1173,78,,19,62,4,,1251
2451,Facebook,123,22,,13,9,2,,145
2452,http://t.co/AvZITxftPQ,0,0,,1,0,0,,0
2453,vold,937,130,,22,43,6,,1067
2454,kvindekrisecenterne,13,2,,1,13,2,,15
2455,mandecentrene,13,2,,1,13,2,,15
2456,syg,70,19,,6,12,3,,89
2457,fod,44,6,,5,9,1,,50
2458,https://t.co/N97wXE4udP,6,4,,1,6,4,,10
2459,Klimapolitik,27,4,,2,14,2,,31
2460,frihedskamp,8,0,,1,8,0,,8
2461,stopsocialismen,8,0,,1,8,0,,8
2462,https://t.co/wza83ZQlY7,8,0,,1,8,0,,8
2463,aprilsnar,3,2,,2,2,1,,5
2464,http://t.co/l7omPUiZfh,0,0,,1,0,0,,0
2465,krigssti,22,7,,1,22,7,,29
2466,bevæbne,92,21,,3,31,7,,113
2467,bødeblok,22,7,,1,22,7,,29
2468,kuglepen,23,7,,3,8,2,,30
2469,rigspolitichef,22,7,,1,22,7,,29
2470,såre,1,1,,1,1,1,,2
2471,tragisk,32,3,,3,11,1,,35
2472,SriLanka,1,1,,1,1,1,,2
2473,dyb,8,3,,3,3,1,,11
2474,medfølelse,57,5,,4,14,1,,62
2475,https://t.co/2hxO0da0rJ,1,1,,1,1,1,,2
2476,boligskatterne,22,16,,2,11,8,,38
2477,https://t.co/sVT9Dc1rgL,9,6,,1,9,6,,15
2478,prøve,0,0,,2,0,0,,0
2479,https://t.co/7nzZ1CkKCR,0,0,,1,0,0,,0
2480,Elvis,3,0,,1,3,0,,3
2481,Messerschmidt,298,13,,2,149,6,,311
2482,finbil,3,0,,1,3,0,,3
2483,elvispresley,3,0,,1,3,0,,3
2484,messerschmitt,3,0,,1,3,0,,3
2485,https://t.co/LkG51TFAjU,3,0,,1,3,0,,3
2486,https://t.co/oxuF1NkTs9,59,16,,1,59,16,,75
2487,alvorlig,902,113,,12,75,9,,1015
2488,overtrædelse,35,8,,2,18,4,,43
2489,terrorlovgivningen,34,8,,1,34,8,,42
2490,Pernille,130,18,,8,16,2,,148
2491,Skipper,265,32,,4,66,8,,297
2492,Mærsk,49,8,,4,12,2,,57
2493,oprydning,3,1,,2,2,0,,4
2494,plast,3,1,,1,3,1,,4
2495,verdenshav,3,1,,1,3,1,,4
2496,maritim,3,1,,1,3,1,,4
2497,operatør,3,1,,1,3,1,,4
2498,generation,3250,856,,9,361,95,,4106
2499,Claus,9,1,,2,4,0,,10
2500,https://t.co/OvRWyMemT7,3,1,,1,3,1,,4
2501,https://t.co/YcgL6k1VOQ,0,0,,1,0,0,,0
2502,gigant,270,17,,3,90,6,,287
2503,Ordet,120,6,,1,120,6,,126
2504,nationalskjald,120,6,,1,120,6,,126
2505,overdrivelse,120,6,,1,120,6,,126
2506,sang,274,14,,4,68,4,,288
2507,fan,445,17,,8,56,2,,462
2508,Hvil,203,9,,2,102,4,,212
2509,kimlarsen,120,6,,1,120,6,,126
2510,udrejsecenter,47,11,,1,47,11,,58
2511,Sjælsmark,145,37,,2,72,18,,182
2512,mad,515,29,,8,64,4,,544
2513,rigelig,49,12,,3,16,4,,61
2514,Vesten,77,9,,3,26,3,,86
2515,blok,991,76,,17,58,4,,1067
2516,Kina,221,49,,12,18,4,,270
2517,wto,73,8,,1,73,8,,81
2518,velfærdslov,8,1,,1,8,1,,9
2519,kongres,11,2,,2,6,1,,13
2520,personlig,621,78,,16,39,5,,699
2521,migrations-svindel,22,9,,1,22,9,,31
2522,Slynglerne,22,9,,1,22,9,,31
2523,storsind,61,10,,3,20,3,,71
2524,England,34,9,,2,17,4,,43
2525,stakkels,23,9,,2,12,4,,32
2526,https://t.co/v8AZkLJtTb,22,9,,1,22,9,,31
2527,forudse,7,2,,1,7,2,,9
2528,tilbageregulere,7,2,,1,7,2,,9
2529,lukningstidspunktet,7,2,,1,7,2,,9
2530,smitterisiko,45,7,,3,15,2,,52
2531,https://t.co/yWvqsOj5i7,7,2,,1,7,2,,9
2532,brev,0,0,,2,0,0,,0
2533,HTS,34,19,,7,5,3,,53
2534,https://t.co/RAqWh2YonX,0,0,,1,0,0,,0
2535,Navn,34,7,,1,34,7,,41
2536,Winston,34,7,,1,34,7,,41
2537,Sådan,14,3,,2,7,2,,17
2538,Fantastisk,281,46,,10,28,5,,327
2539,afslutning,985,41,,4,246,10,,1026
2540,valgkampsbog,2,0,,1,2,0,,2
2541,Ellemann,99,11,,4,25,3,,110
2542,rytterstatue,3,0,,1,3,0,,3
2543,Frederik,49,6,,3,16,2,,55
2544,udmærke,7,0,,2,4,0,,7
2545,fuld,492,75,,27,18,3,,567
2546,exit,7,1,,2,4,0,,8
2547,komma,4,0,,1,4,0,,4
2548,suv.overdr,4,0,,1,4,0,,4
2549,Flot,2965,98,,13,228,8,,3063
2550,byråd,108,16,,3,36,5,,124
2551,https://t.co/UxFkGa22Yp,98,13,,1,98,13,,111
2552,ambition,454,63,,14,32,4,,517
2553,omfordeling,125,13,,5,25,3,,138
2554,bekendt,443,45,,11,40,4,,488
2555,https://t.co/97b3WgWO7d,4,0,,1,4,0,,4
2556,Stat,155,32,,5,31,6,,187
2557,krigslykke,93,18,,1,93,18,,111
2558,humanitær,98,26,,3,33,9,,124
2559,lokalområde,120,21,,3,40,7,,141
2560,https://t.co/J4BqHM0vh2,93,18,,1,93,18,,111
2561,floskel,0,1,,1,0,1,,1
2562,Jubii,76,12,,2,38,6,,88
2563,forhold,908,108,,30,30,4,,1016
2564,https://t.co/rzP59haQBF,58,11,,1,58,11,,69
2565,Indvandringen,14,3,,2,7,2,,17
2566,Hunden,4,1,,1,4,1,,5
2567,uren,4,1,,1,4,1,,5
2568,rase,329,4,,6,55,1,,333
2569,klimafesten,29,6,,1,29,6,,35
2570,regning,637,102,,12,53,8,,739
2571,https://t.co/iRcksX7bbz,29,6,,1,29,6,,35
2572,kontakt,11,5,,3,4,2,,16
2573,LEV,0,0,,1,0,0,,0
2574,debatmøde,35,4,,3,12,1,,39
2575,retspol,10,2,,1,10,2,,12
2576,kommunikation,33,5,,4,8,1,,38
2577,Kruså,10,2,,1,10,2,,12
2578,meningsudveksling,10,2,,1,10,2,,12
2579,Pape,194,52,,13,15,4,,246
2580,Loyal,154,22,,2,77,11,,176
2581,Familia,154,22,,2,77,11,,176
2582,LTF,53,14,,2,26,7,,67
2583,Første,302,40,,7,43,6,,342
2584,ældrebyrde,48,3,,1,48,3,,51
2585,socialdemokrat,93,10,,5,19,2,,103
2586,Venstre-politiker,48,3,,1,48,3,,51
2587,betegnelse,76,4,,3,25,1,,80
2588,Præsident,99,7,,1,99,7,,106
2589,Joe,207,14,,3,69,5,,221
2590,Biden,278,21,,9,31,2,,299
2591,Donald,320,19,,3,107,6,,339
2592,åbning,298,14,,6,50,2,,312
2593,Covid_19,35,6,,2,18,3,,41
2594,https://t.co/51fGFRrqRG,1,1,,1,1,1,,2
2595,billet,22,3,,2,11,2,,25
2596,https://t.co/pfwk0vwOL6,19,3,,1,19,3,,22
2597,https://t.co/8bRcgBlFW0,2,0,,1,2,0,,2
2598,udlændingeområde,288,42,,3,96,14,,330
2599,Ydelserne,53,13,,1,53,13,,66
2600,bønnekald,53,13,,1,53,13,,66
2601,udlændingepolitik,1571,206,,25,63,8,,1777
2602,Finansministeriet,71,23,,4,18,6,,94
2603,fremskrivning,0,0,,1,0,0,,0
2604,ikke-vestlig,0,0,,1,0,0,,0
2605,mærkning,6,1,,1,6,1,,7
2606,halal,6,1,,1,6,1,,7
2607,Poul,657,32,,6,110,5,,689
2608,ligeglad,410,34,,7,59,5,,444
2609,26.,51,9,,2,26,4,,60
2610,Maj,19,5,,1,19,5,,24
2611,ep-valget,19,5,,1,19,5,,24
2612,Juni,396,33,,5,79,7,,429
2613,misunde,19,5,,1,19,5,,24
2614,https://t.co/9oRw0kkNRf,19,5,,1,19,5,,24
2615,Boligjob,3,2,,1,3,2,,5
2616,håndværkerydelser,3,2,,1,3,2,,5
2617,lærlingepladser,3,2,,1,3,2,,5
2618,https://t.co/KLg6pu7ARb,3,2,,1,3,2,,5
2619,versere,0,0,,1,0,0,,0
2620,problemstilling,18,2,,3,6,1,,20
2621,valgperiode,333,31,,4,83,8,,364
2622,dør,263,53,,6,44,9,,316
2623,lyst,124,20,,6,21,3,,144
2624,øre,39,3,,2,20,2,,42
2625,svindelsigtedes,20,0,,1,20,0,,20
2626,Nielsens,20,0,,2,10,0,,20
2627,stjerneadvokats,20,0,,1,20,0,,20
2628,bagmandspoliti,20,0,,1,20,0,,20
2629,Socialstyrelsen,20,0,,1,20,0,,20
2630,afledningsmanøvre,20,0,,1,20,0,,20
2631,anklage,32,0,,2,16,0,,32
2632,storsvindel,20,0,,1,20,0,,20
2633,Skuespiller,20,0,,1,20,0,,20
2634,bid,2,1,,2,1,0,,3
2635,Karina,0,1,,1,0,1,,1
2636,valg2015,2,1,,3,1,0,,3
2637,photooftheday,0,1,,1,0,1,,1
2638,adsbølvalg,0,1,,1,0,1,,1
2639,https://t.co/j2PbQnZq6,0,1,,1,0,1,,1
2640,Ahsan,1,0,,1,1,0,,1
2641,tørklæde,243,28,,3,81,9,,271
2642,https://t.co/emZxZr7cIM,1,0,,1,1,0,,1
2643,https://t.co/KsWkoPNe9W,1,0,,1,1,0,,1
2644,forbyde,200,16,,7,29,2,,216
2645,Byret,101,8,,1,101,8,,109
2646,kendelse,102,9,,2,51,4,,111
2647,tide,191,34,,10,19,3,,225
2648,Dam,351,20,,4,88,5,,371
2649,angribe,262,37,,14,19,3,,299
2650,Paris,40,10,,4,10,2,,50
2651,flok,96,51,,6,16,8,,147
2652,kujon,1,1,,1,1,1,,2
2653,uskyldig,181,18,,7,26,3,,199
2654,død,2,1,,2,1,0,,3
2655,ParisAttacks,1,1,,1,1,1,,2
2656,ministerium,86,4,,8,11,0,,90
2657,almindelig,952,89,,16,60,6,,1041
2658,arbejdsdag,72,4,,3,24,1,,76
2659,Statsministeriet,71,4,,1,71,4,,75
2660,sikkerhedstøj,71,4,,1,71,4,,75
2661,Nice,0,0,,1,0,0,,0
2662,know,50,2,,2,25,1,,52
2663,Prins,44,3,,2,22,2,,47
2664,Joakim,0,0,,1,0,0,,0
2665,AaB,1,0,,2,0,0,,1
2666,Joachim,44,3,,2,22,2,,47
2667,bror,46,11,,3,15,4,,57
2668,venstrefløjsparti,70,12,,2,35,6,,82
2669,blokpolitik,101,15,,2,50,8,,116
2670,NYT,4,1,,1,4,1,,5
2671,UDREJSECENTER,4,1,,1,4,1,,5
2672,UDVISTE,4,1,,1,4,1,,5
2673,KRIMINELLE,4,1,,1,4,1,,5
2674,UDLÆNDINGE,4,1,,1,4,1,,5
2675,DEL,4,1,,1,4,1,,5
2676,GODE,4,1,,1,4,1,,5
2677,NYHED,4,1,,1,4,1,,5
2678,Udviste,4,1,,1,4,1,,5
2679,https://t.co/KGkNAMaRvo,4,1,,1,4,1,,5
2680,skandale,157,40,,8,20,5,,197
2681,Medicinrådets,37,7,,1,37,7,,44
2682,Victor,38,7,,2,19,4,,45
2683,livskvalitet,152,22,,3,51,7,,174
2684,selvhjulpet,37,7,,1,37,7,,44
2685,sundpol,2427,374,,60,40,6,,2801
2686,SMA,37,7,,1,37,7,,44
2687,https://t.co/n43oDE4iYa,37,7,,1,37,7,,44
2688,Black,86,9,,1,86,9,,95
2689,Lives,86,9,,1,86,9,,95
2690,Matter-demoen,86,9,,1,86,9,,95
2691,Corona-Superspreder-Suppe,86,9,,1,86,9,,95
2692,Karsten,722,34,,3,241,11,,756
2693,Petersen,86,9,,1,86,9,,95
2694,Hvelplund,86,9,,1,86,9,,95
2695,Enh,86,9,,1,86,9,,95
2696,kåd,86,9,,1,86,9,,95
2697,svineri,227,18,,4,57,4,,245
2698,14-dages,86,9,,1,86,9,,95
2699,isolation,132,13,,4,33,3,,145
2700,risikere,13,1,,1,13,1,,14
2701,hyggelig,55,4,,3,18,1,,59
2702,marked,147,16,,4,37,4,,163
2703,forhindre,58,14,,4,14,4,,72
2704,https://t.co/iOMVEPr8hm,13,1,,1,13,1,,14
2705,messertweet,36,6,,2,18,3,,42
2706,Højt,37,6,,2,18,3,,43
2707,humør,129,23,,5,26,5,,152
2708,detgrafiskedepartement,34,6,,1,34,6,,40
2709,https://t.co/T3nd8jQs3c,34,6,,1,34,6,,40
2710,igangværende,4,2,,1,4,2,,6
2711,etc.,8,2,,5,2,0,,10
2712,berøre,138,18,,3,46,6,,156
2713,https://t.co/PGjJjFXzTg,4,2,,1,4,2,,6
2714,grusom,16,0,,1,16,0,,16
2715,terrorist,211,30,,7,30,4,,241
2716,allesammens,128,12,,1,128,12,,140
2717,gerningsmand,289,42,,3,96,14,,331
2718,vanvid,128,12,,1,128,12,,140
2719,indpasse,510,35,,2,255,18,,545
2720,vandalisme,128,12,,1,128,12,,140
2721,dkkultur,129,12,,2,64,6,,141
2722,Inspirerende,27,8,,2,14,4,,35
2723,integrationspolitik,14,2,,1,14,2,,16
2724,Seriøst,925,31,,6,154,5,,956
2725,https://t.co/GKbUiT5n3B,14,2,,1,14,2,,16
2726,telefon,7,0,,2,4,0,,7
2727,produktivitetskrav,7,5,,2,4,2,,12
2728,https://t.co/aP3IoXyx1Q,6,3,,1,6,3,,9
2729,russisk,6,3,,2,3,2,,9
2730,snus,0,0,,1,0,0,,0
2731,voldsom,53,17,,4,13,4,,70
2732,stigning,72,18,,7,10,3,,90
2733,smittetallene,43,13,,1,43,13,,56
2734,somalisk,43,13,,1,43,13,,56
2735,Borgmester,56,15,,2,28,8,,71
2736,Bundsgaards,43,13,,1,43,13,,56
2737,mundbind,60,13,,4,15,3,,73
2738,https://t.co/PVfd7cwKzE,43,13,,1,43,13,,56
2739,gymnasium,526,44,,17,31,3,,570
2740,lørdag,194,24,,10,19,2,,218
2741,superseje,5,1,,1,5,1,,6
2742,landsledelse,5,1,,1,5,1,,6
2743,LandboUngdom,5,1,,1,5,1,,6
2744,DMipløjning,5,1,,1,5,1,,6
2745,Pløjning,5,1,,1,5,1,,6
2746,https://t.co/8cfggfeNXx,5,1,,1,5,1,,6
2747,dokument,25,6,,2,12,3,,31
2748,ordre,612,82,,8,76,10,,694
2749,højde,25,6,,1,25,6,,31
2750,cpharena,8,1,,1,8,1,,9
2751,royalarena,8,1,,1,8,1,,9
2752,højrefløj,250,41,,7,36,6,,291
2753,Nørrebro,192,33,,6,32,6,,225
2754,https://t.co/LXLY5GTxHw,29,10,,1,29,10,,39
2755,magtfuldkomment,40,13,,1,40,13,,53
2756,Corona-krisen,398,62,,9,44,7,,460
2757,uendelighed,53,16,,2,26,8,,69
2758,orientering,182,29,,3,61,10,,211
2759,Socialdemokrater,82,11,,3,27,4,,93
2760,kostvejleder,4,2,,1,4,2,,6
2761,sult,34,9,,2,17,4,,43
2762,sovsogkartofler,4,2,,1,4,2,,6
2763,https://t.co/HXJFY85Szu,4,2,,1,4,2,,6
2764,afslapning,22,1,,1,22,1,,23
2765,ferie,455,20,,6,76,3,,475
2766,https://t.co/SgfruMvVt4,22,1,,1,22,1,,23
2767,Aldeles,96,22,,1,96,22,,118
2768,Stram,1190,79,,7,170,11,,1269
2769,Kurs,1188,79,,5,238,16,,1267
2770,Generalforsamling,96,22,,1,96,22,,118
2771,Mere,335,46,,10,34,5,,381
2772,statsborgerskab,1281,219,,20,64,11,,1500
2773,https://t.co/QVZAjzeC2l,40,6,,1,40,6,,46
2774,Stort,190,27,,15,13,2,,217
2775,tillykke,505,39,,22,23,2,,544
2776,https://t.co/KxWKPI1Lgh,6,1,,1,6,1,,7
2777,sundhedsudvalg,8,3,,1,8,3,,11
2778,egenbetaling,8,3,,1,8,3,,11
2779,sundhedssystem,15,3,,2,8,2,,18
2780,https://t.co/y6rXixKYVa,8,3,,1,8,3,,11
2781,Bent,5,2,,1,5,2,,7
2782,Greve,15,2,,3,5,1,,17
2783,Rumænien,31,8,,1,31,8,,39
2784,forbindelsesofficer,31,8,,1,31,8,,39
2785,https://t.co/Jy9RWyZ6Qf,31,8,,1,31,8,,39
2786,arbejdsgiver,18,4,,5,4,1,,22
2787,indhold,218,22,,8,27,3,,240
2788,gribe,7,4,,2,4,2,,11
2789,https://t.co/PQM8Iyl9bH,1,0,,1,1,0,,1
2790,https://t.co/BHuSw7Cdsp,0,1,,1,0,1,,1
2791,ikke-vestlige,43,12,,1,43,12,,55
2792,tilstrømning,75,15,,2,38,8,,90
2793,voldskriminalitet,43,12,,1,43,12,,55
2794,voldskultur,43,12,,1,43,12,,55
2795,Afrika,43,12,,2,22,6,,55
2796,Asien,44,14,,3,15,5,,58
2797,Ahh,1,1,,1,1,1,,2
2798,intention,10,3,,5,2,1,,13
2799,faktor,36,5,,2,18,2,,41
2800,udsøge,27,2,,1,27,2,,29
2801,indvielse,27,2,,1,27,2,,29
2802,Husum,54,4,,2,27,2,,58
2803,Boldklubs,27,2,,1,27,2,,29
2804,klubhus,54,4,,2,27,2,,58
2805,ordentlig,221,23,,14,16,2,,244
2806,kbhpol,64,8,,3,21,3,,72
2807,sen,1824,96,,14,130,7,,1920
2808,kampagne,1495,76,,15,100,5,,1571
2809,Copy-Cat,0,1,,1,0,1,,1
2810,http://t.co/ixop82R4UH,0,1,,1,0,1,,1
2811,nedslidt,328,65,,8,41,8,,393
2812,resultat,280,33,,10,28,3,,313
2813,optik,30,5,,1,30,5,,35
2814,https://t.co/NjIDWBEAh8,30,5,,1,30,5,,35
2815,vedtagelsestekst,5,1,,1,5,1,,6
2816,forespørgsel,5,1,,1,5,1,,6
2817,knappe,34,2,,2,17,1,,36
2818,juleferie,36,2,,4,9,0,,38
2819,fl18,28,2,,1,28,2,,30
2820,https://t.co/OHJggofvK6,28,2,,1,28,2,,30
2821,http://t.co/UF6sevYSkY,1,0,,1,1,0,,1
2822,GoodnightWithLove,1,0,,1,1,0,,1
2823,DF's,175,22,,4,44,6,,197
2824,øhavsprojektet,6,3,,1,6,3,,9
2825,Svendborg,6,3,,1,6,3,,9
2826,formand,993,59,,22,45,3,,1052
2827,brød,4,0,,1,4,0,,4
2828,Sommergruppemødet,4,0,,1,4,0,,4
2829,gevaldig,4,0,,1,4,0,,4
2830,kolbøtte,4,0,,1,4,0,,4
2831,https://t.co/ZAcgKDtp9k,4,0,,1,4,0,,4
2832,Samarbejdspartiet,1,2,,1,1,2,,3
2833,Atassut,1,2,,1,1,2,,3
2834,Demokraterne,1,2,,2,0,1,,3
2835,KNR,1,2,,1,1,2,,3
2836,https://t.co/clrUm9dKdy,1,2,,1,1,2,,3
2837,Østergaard,834,116,,8,104,14,,950
2838,tirsdag,202,28,,7,29,4,,230
2839,lempelse,133,27,,4,33,7,,160
2840,https://t.co/dHwvzXGqmf,1,0,,1,1,0,,1
2841,Smukt,19,2,,4,5,0,,21
2842,digt,3,4,,2,2,2,,7
2843,Mia,17,1,,2,8,0,,18
2844,blad,292,28,,7,42,4,,320
2845,Marts,1,1,,1,1,1,,2
2846,LMS,1,1,,1,1,1,,2
2847,https://t.co/rVNxxKTWxi,1,1,,1,1,1,,2
2848,følge,96,11,,3,32,4,,107
2849,Ritzau,0,0,,1,0,0,,0
2850,barnebrud,3,0,,2,2,0,,3
2851,mørketal,0,0,,1,0,0,,0
2852,kulturminister,26,7,,1,26,7,,33
2853,zoologisk,54,12,,2,27,6,,66
2854,corona-krisen,135,25,,3,45,8,,160
2855,https://t.co/BdmiuWZNeh,26,7,,1,26,7,,33
2856,Naser,42,2,,2,21,1,,44
2857,Khader,47,4,,3,16,1,,51
2858,https://t.co/e5mFChYj7Z,4,0,,1,4,0,,4
2859,venstreorienteret,78,8,,6,13,1,,86
2860,aktivist,1,0,,1,1,0,,1
2861,https://t.co/eppsXp7Ohy,1,0,,1,1,0,,1
2862,nødvendighed,86,21,,3,29,7,,107
2863,hård,887,106,,20,44,5,,993
2864,udvisningsstraffe,69,14,,1,69,14,,83
2865,udenlandsk,283,39,,8,35,5,,322
2866,https://t.co/yNnobymsOI,69,14,,1,69,14,,83
2867,Robinson-skandalen,52,6,,1,52,6,,58
2868,https://t.co/MckdGwZtFA,52,6,,1,52,6,,58
2869,tegning,32,7,,3,11,2,,39
2870,Valgfri,23,5,,1,23,5,,28
2871,Islamistiske,14,2,,1,14,2,,16
2872,video,375,47,,16,23,3,,422
2873,optøjer,14,2,,1,14,2,,16
2874,https://t.co/kYJBKaYXGM,14,2,,1,14,2,,16
2875,terrorangreb,408,33,,5,82,7,,441
2876,ondskab,21,3,,1,21,3,,24
2877,tanke,1114,80,,20,56,4,,1194
2878,Tyrkiet,22,4,,2,11,2,,26
2879,besiktas,21,3,,1,21,3,,24
2880,opstilling,16,6,,2,8,3,,22
2881,klinge,12,2,,1,12,2,,14
2882,https://t.co/DlTjOwsZFi,12,2,,1,12,2,,14
2883,dugfrisk,33,12,,1,33,12,,45
2884,ugebrev,33,12,,1,33,12,,45
2885,migration,305,103,,6,51,17,,408
2886,Middelhavet,104,31,,5,21,6,,135
2887,https://t.co/Lc3eGKV5KE,33,12,,1,33,12,,45
2888,utrolig,2,0,,1,2,0,,2
2889,Nord,310,17,,2,155,8,,327
2890,https://t.co/lTc2koqF5F,2,0,,1,2,0,,2
2891,rejse,295,38,,4,74,10,,333
2892,https://t.co/BfRdc1rwze,216,23,,1,216,23,,239
2893,gul,69,25,,2,34,12,,94
2894,jakke,41,21,,1,41,21,,62
2895,drdinstemme,41,21,,1,41,21,,62
2896,skinger,41,21,,1,41,21,,62
2897,monoton,41,21,,1,41,21,,62
2898,internationale,281,43,,12,23,4,,324
2899,filmpriser,14,1,,1,14,1,,15
2900,lidenhed,14,1,,1,14,1,,15
2901,nation,73,8,,2,36,4,,81
2902,dkfilm,14,1,,1,14,1,,15
2903,film,49,6,,7,7,1,,55
2904,https://t.co/BPcZzIbYmg,14,1,,1,14,1,,15
2905,faktuel,19,1,,3,6,0,,20
2906,kendsgerning,157,13,,2,78,6,,170
2907,milliardstøtte,5,1,,1,5,1,,6
2908,erhvervsfrekvens,5,1,,1,5,1,,6
2909,BNP,11,7,,2,6,4,,18
2910,https://t.co/By0PMhd3JP,5,1,,1,5,1,,6
2911,restriktion,540,31,,12,45,3,,571
2912,restriktionsperioden,47,4,,1,47,4,,51
2913,17.,48,6,,3,16,2,,54
2914,januar,204,22,,5,41,4,,226
2915,vished,47,4,,1,47,4,,51
2916,https://t.co/OFluG0NH1J,2,2,,1,2,2,,4
2917,Sneaky,2,0,,1,2,0,,2
2918,couch,2,0,,1,2,0,,2
2919,https://t.co/ADmui2ic4F,2,0,,1,2,0,,2
2920,Konventioner,8,4,,1,8,4,,12
2921,demokratisk,304,46,,16,19,3,,350
2922,https://t.co/fVsEAWRIqc,8,4,,1,8,4,,12
2923,Forældre,0,0,,2,0,0,,0
2924,oprør,19,3,,2,10,2,,22
2925,pædagog-jobs,0,0,,1,0,0,,0
2926,DSB,1,1,,4,0,0,,2
2927,id-kontrollen,0,0,,1,0,0,,0
2928,stil,157,13,,8,20,2,,170
2929,https://t.co/mOJPseNWif,8,0,,1,8,0,,8
2930,Christiansborgs,129,9,,4,32,2,,138
2931,sekretariatschef,16,2,,1,16,2,,18
2932,Jeanie,16,2,,1,16,2,,18
2933,Nørhave,16,2,,1,16,2,,18
2934,gruppeværelse,16,2,,1,16,2,,18
2935,dk.pol,43,7,,2,22,4,,50
2936,småbørnsfamilie,3,1,,1,3,1,,4
2937,Regn,3,1,,1,3,1,,4
2938,Bjarke,11,2,,2,6,1,,13
2939,vestlig,238,31,,5,48,6,,269
2940,efterretningstjeneste,206,15,,4,52,4,,221
2941,vågne,21,5,,1,21,5,,26
2942,https://t.co/DssFUgvjxR,21,5,,1,21,5,,26
2943,lange,627,95,,22,28,4,,722
2944,institutionsdage,0,0,,1,0,0,,0
2945,tortur,38,5,,2,19,2,,43
2946,finale,16,1,,1,16,1,,17
2947,https://t.co/S2ZVqDUU3Q,16,1,,1,16,1,,17
2948,https://t.co/Pj39yXu0CZ,0,0,,1,0,0,,0
2949,asylsøger,76,14,,1,76,14,,90
2950,Skaarup,76,14,,1,76,14,,90
2951,soc,76,14,,1,76,14,,90
2952,https://t.co/fZdhhtTiTW,0,1,,1,0,1,,1
2953,særhensyn,3,0,,1,3,0,,3
2954,Lovprisning,17,5,,1,17,5,,22
2955,vaccine,17,5,,1,17,5,,22
2956,Coronavirus,418,38,,2,209,19,,456
2957,Stålsatte,14,5,,2,7,2,,19
2958,øjne,159,38,,10,16,4,,197
2959,træ,80,9,,5,16,2,,89
2960,Åhr,0,0,,1,0,0,,0
2961,Jacob,1,0,,3,0,0,,1
2962,bunke,34,2,,2,17,1,,36
2963,grønlænder,0,0,,1,0,0,,0
2964,gud,2,0,,2,1,0,,2
2965,jamre,2,3,,2,1,2,,5
2966,Egedes,0,0,,1,0,0,,0
2967,initiativ,426,74,,21,20,4,,500
2968,trappe,119,27,,3,40,9,,146
